ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.065053725687232,0.009954047229999999,0.030243344961327995,0.0073419972172000005,0.0073419972172000005,0.020066287705647997,0.003679244896048,0.004892443974592001
