ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.019946967684351998,0.040617996964288,0.07036874600243201,0.010299501703168,0.0097551230092,0.009672712695808,0.004860867481648,0.0096264829168
