ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.02932333675,0.009674015195391999,0.004167482472448,0.020493342089151996,0.046485409918768,0.011912230002688,0.008931242975488,0.011028196918527999,0.0175696559728,0.009070816284592,0.006927852801472,0.01412644732,0.005203676889088,0.004026215914288,0.006018014401791999,0.007170296333488001,0.007437210534447999,0.007154351703088001,0.007439448011199999,0.005706448396288,0.003688524636208,0.004098844946608,0.010998901529008,0.0075462568184320004,0.003949913326768
