ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.150260655677488,0.150399501975808,0.149487535765168,0.121532495595568,0.128698330545088,0.135517663223728,0.14499186883,0.1413016106092,0.126138705096112,0.142672089352192,0.147055746069952,0.131770263040432,0.14753481896132803,0.149755894088128,0.150339821762608,0.14390263151411198,0.143416916263168,0.14961785889587198,0.143412851818672,0.14659715132612802,0.150399501975808,0.14961785889587198,0.137093593643008,0.143218968954928,0.149901059018752
