l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,18.0,9.0,20.0,13.0,13.0
9.0,16.0,10.0,17.0,13.0,13.0
9.0,3.0,10.0,4.0,13.0,13.0
