ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.076823103760432,0.07710317223236801,0.0772291609072,0.064165222613248,0.07920769571987199,0.063973801756672,0.0744851788972,0.078983312961472,0.072345502485808,0.074758949958832,0.078668456330032,0.078432207456688,0.071626649198848,0.0810063353068,0.080926379819008,0.08084692698668801,0.080954146059712,0.080802424660912
