ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.031049777489199997,0.022016031721647997,0.009702673683712,0.015454360077568001,0.007136177459200001,0.015600224038912,0.0079856944108,0.006108045942831999,0.009472617840688,0.013967369303488,0.005166371628592001,0.005322570977968,0.009979180188928,0.0036396600748,0.003691308709888,0.003742671951808,0.003673368129472,0.0037714581495520002
