ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.0698017694272,0.0571550970688,0.059120227030192,0.059120227030192,0.061622712945088004,0.063020407175728,0.0690332379712,0.064326801101488,0.060708162824368
