ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.026677255063552,0.0365314780528,0.0100389323212,0.0036891433132,0.004012564457392,0.0056192477636320005,0.00835715932,0.006089718046768,0.010147408960048,0.004855553492992,0.0130985575792,0.024357595601968002,0.024357595601968002,0.005023846693312,0.005023846693312,0.0049271570187999995,0.0042187551981279995,0.0036752239168,0.0037401960688,0.004876810945792,0.005511361954048
