ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.056701072883968,0.009732641984512,0.008694885821487999,0.008694885821487999,0.010533401317312,0.010329287946927999,0.005081774813872,0.003632239496752,0.0036344037806079997,0.0058741099072,0.0047215360826080004,0.004926218688448
