l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,15.0,9.0,20.0,21.0,21.0
8.0,0.0,9.0,1.0,21.0,21.0
5.0,0.0,6.0,1.0,21.0,21.0
