ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.076964042883328,0.01186151875,0.011338356766768,0.003632548677568,0.016002850029999998,0.0170224220428,0.008522839843072,0.004041730963888,0.0050664288112,0.0050664288112,0.005176088627200001,0.008518969212928,0.008518969212928
