l_l_m,l_l_n,u_r_m,u_r_n,n,u
4.0,9.0,8.0,12.0,2.0,2.0
8.0,9.0,9.0,17.0,2.0,2.0
2.0,10.0,3.0,16.0,2.0,2.0
3.0,10.0,4.0,12.0,2.0,2.0
3.0,10.0,4.0,12.0,2.0,2.0
