l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,14.0,9.0,16.0,15.0,15.0
2.0,9.0,3.0,10.0,15.0,15.0
7.0,8.0,8.0,9.0,15.0,15.0
