ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.08333333333333337,0.5,0.8181818181818181,0.8571428571428572,0.8,0.125,0.6666666666666667,0.75,1.0,0.5,1.0,1.0,1.0
