ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.015013983268528002,0.030231681114111997,0.003928520771008,0.012178712850352,0.015149512492287999,0.007237925561392,0.008002072434111999,0.008002072434111999,0.004759007451568,0.006274393703728,0.006274393703728,0.005054529257728001
