ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.070101607164352,0.072784773802672,0.0752544526192,0.075219796771072,0.0662519524012,0.07465753598099201,0.073255951402432,0.0752450857072,0.06755069375411199,0.06992596927787201,0.07443568885739199,0.0692617126912,0.046342952141488,0.0752942658508,0.075073264228528,0.072963391558912
