ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.0702489104332,0.10783124195372801,0.124386366185728,0.11159448757043201,0.11341457066219202,0.10867817401259199,0.10867817401259199,0.1251915081712,0.10982939485004801,0.10982939485004801,0.113926130081728,0.12475778442999999,0.119221622552752,0.119221622552752,0.1251915081712,0.121683529552048,0.1245121520128,0.124386366185728,0.124664479159552,0.124664479159552,0.125239056762112,0.122597700784432,0.12465564680319999
