l_l_m,l_l_n,u_r_m,u_r_n,n,u
6.0,9.0,7.0,17.0,1.0,1.0
7.0,9.0,9.0,18.0,1.0,1.0
3.0,10.0,4.0,16.0,1.0,1.0
4.0,10.0,6.0,17.0,1.0,1.0
