ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.05198899453892801,0.0710212956748,0.077234824765888,0.075438582557488,0.0701410628608,0.048658839142192,0.078865969043248,0.077323102639792
