ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.059307590159152,0.012339269121472,0.009735899849152,0.009735899849152,0.019134796382512,0.004926218688448,0.00730687075,0.003680172835072
