ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.079283801355712,0.07465333075000001,0.04912951828480001,0.077456757096448,0.07555109395076799,0.070703311040512,0.07629632810079999,0.07576875709316801,0.075659433168832,0.07666481618180801,0.07926857845907201,0.07564395331499199,0.080798596852912,0.08103267322720001,0.081196505859328,0.081153382211008,0.081097810942912
