ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.025632001557951995,0.004978151323647999,0.004915272075568,0.010790082469888,0.034894227452848,0.010616059284928,0.0105871883632,0.004893694710208,0.003819451751872,0.003826575151792,0.0037101803872479997
