ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.2857142857142857,0.7083333333333333,0.41666666666666663,0.8571428571428572,1.0,1.0,0.8333333333333334,0.375,0.5,1.0
