ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.012178712850352,0.015149512492287999,0.006685592031232,0.008002072434111999,0.008002072434111999,0.005054529257728001,0.023047055286208,0.013451695101952,0.007495718483392,0.011560320689200002,0.007591055644671999,0.005967816776368,0.017355682954672,0.017355682954672,0.003627911056048,0.006184548872368,0.004101018338752,0.004000155493552,0.003910851762352,0.00377734012,0.003776720950528
