ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.044683554358528,0.049342915784751994,0.067810931898928,0.07135767546999999,0.071358597690928,0.0637418939308,0.0696643528192,0.0696643528192,0.06775686259244801,0.0673583092288,0.0710143885888
