ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.042917794403632,0.075463893281968,0.07568242014212799,0.074003298131968,0.07207250833412801,0.04865634068920001,0.07577955126880001,0.07577955126880001,0.072118757361328,0.073717312159168,0.07390684626999999,0.071725454231488,0.067616521274032
