ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.3125,0.7142857142857143,0.6666666666666667,0.7142857142857143,0.8,1.0,0.4285714285714286,0.36,0.36,1.0,0.25,1.0,1.0
