ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.008629008085168,0.060414845810992004,0.023306740110591997,0.036208490964928,0.017614981882672,0.007418353484031999,0.014328605248431998,0.009834002014767999,0.009834002014767999,0.0052356625648,0.005497529731072001,0.005497529731072001,0.004927782576688,0.00488962987
