ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.02339352187,0.007379050998832,0.006232942534912,0.012404479883199999,0.0173294344492,0.014152079568832,0.024916141784752,0.007694797873408,0.004902450246592,0.010265796235312,0.0095858021068,0.010506516508672,0.0053643231231999995,0.004229323409968,0.00433599388,0.005561360521648,0.003948983130112
