l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,7.0,10.0,16.0,5.0,5.0
8.0,5.0,9.0,7.0,5.0,5.0
8.0,16.0,9.0,17.0,5.0,5.0
