ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.052573498030528,0.0510354654892,0.042373953714112,0.048276937511728006,0.054188819777967995,0.048612206481711995,0.051829485157312,0.053964379783167996
