l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,17.0,10.0,20.0,17.0,17.0
9.0,14.0,10.0,15.0,17.0,17.0
5.0,13.0,6.0,14.0,17.0,17.0
