ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.07067893851563199,0.0640815683308,0.07006490992787201,0.0779546727628,0.060296042683312,0.06943321048119999,0.074997456346672,0.070754823227392,0.075364071165952
