ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.031783804692928,0.010323068250112,0.004866806940928,0.003656358194992,0.0213420155632,0.0190075155532,0.006348789827008,0.005821452987567999,0.005436247967152,0.031251434849728,0.007370425373632,0.0037420529758719996,0.005051084882992,0.003735863406592,0.010258925371648,0.010258925371648,0.004103191773232,0.009510334303408,0.008622874244032,0.00432821563,0.007401416664112001,0.027035715222448
