ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.087867541690288,0.085590478330288,0.08963803234628799,0.0915684090352,0.071002416766912,0.08972600947,0.087320044053808,0.088139236279552,0.0887415396928,0.074892672924208,0.08963803234628799,0.09143062355780801,0.089347112194048,0.091440569747248,0.085724936654128,0.085724936654128,0.090851854409728,0.0915534832192,0.091457976410368,0.090492763800832,0.085703009610688,0.0912551301952
