l_l_m,l_l_n,u_r_m,u_r_n,n,u
4.0,16.0,5.0,18.0,17.0,17.0
1.0,0.0,2.0,2.0,17.0,17.0
1.0,19.0,2.0,20.0,17.0,17.0
