ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.25,0.6,0.75,1.0,1.0,0.33333333333333337,0.1428571428571429,1.0,0.33333333333333337,1.0,1.0,0.25,0.19999999999999996
