ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.4285714285714286,0.33333333333333337,0.1428571428571429,0.2857142857142857,0.75,1.0,1.0,0.8571428571428572,1.0
