ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.07752431905719999,0.075749516435392,0.065036658902272,0.07723199282099201,0.070566764235568,0.060372157437952004,0.073754555720128,0.073754555720128,0.066928728352768,0.060796761710848,0.075697902333952,0.077516286290368,0.077480378150848,0.073764333071152,0.073764333071152,0.07698761883692799,0.07500868571319999
