l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,14.0,9.0,20.0,2.0,2.0
2.0,19.0,7.0,20.0,2.0,2.0
7.0,18.0,8.0,20.0,2.0,2.0
4.0,0.0,8.0,1.0,2.0,2.0
8.0,0.0,9.0,1.0,2.0,2.0
