ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.012621644329408002,0.025366128736192,0.0225530324332,0.012618644160688001,0.012618644160688001,0.005047327502512,0.006160517708848,0.005057973737008,0.005575515025408,0.0092770691308,0.017241745391152,0.0036879059626720003,0.0036879059626720003,0.020225183008191996,0.003818212946368,0.003982164951472,0.003696567706672,0.005016020836912001,0.003725960814592,0.003672749540608
