ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.06794593135763201,0.078427465697968,0.073472108393392,0.07287940206520001,0.073610267723008,0.070108029749248,0.070187867435968,0.06938289186999999,0.07902275615108799,0.08084596986880001,0.079027033481152,0.080758886607808,0.078977610824128,0.080776109597632,0.080849319796528,0.080758886607808,0.080863677109168
