ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.5714285714285714,0.625,0.2857142857142857,0.2857142857142857,0.875,1.0,1.0,1.0,0.6666666666666667
