ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.8571428571428572,1.0,0.2857142857142857,0.1333333333333333,0.09999999999999998,0.09999999999999998,0.875,0.33333333333333337,0.19999999999999996,1.0,1.0
