ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.0564342142732,0.039782795627968,0.0571442552908,0.058175763877888004,0.05125002611603201,0.059442081284032,0.0601856562688,0.0601856562688,0.058125227262208,0.05943769918259201,0.061533789306928,0.06175417147,0.061482486077872,0.059098786675647996,0.061615190689071994
