ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.024015419312128,0.06738643123244799,0.07396042606719999,0.070536890419648,0.070536890419648,0.066042576580912,0.07439367663275201,0.072663294170032,0.072638727258112,0.07396042606719999,0.07439367663275201,0.074375940239152,0.072497862043648
