ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.014575055409088,0.06581265826667201,0.07691359759979201,0.077501166465472,0.077501166465472,0.07691359759979201,0.07073044557380799,0.07073044557380799,0.077533297150912,0.077501166465472
