ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.0905750567152,0.071855715680512,0.08466567468280001,0.070275076396288,0.076966400381488,0.084817648858048,0.088464831160768,0.08665429733252801,0.090598856694208,0.078499075452352,0.090506147171632,0.090506147171632,0.09065092608836801,0.084970679572528,0.08470208250879999,0.08843087685803201,0.090629105373232,0.09062811356228799,0.088478610891712,0.089238032729008
