ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.020272427450368,0.040905374074288,0.0142242813952,0.0098284592752,0.0098284592752,0.0036909993649120003,0.004849302061312,0.0037776497060320003
