ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.07469258229419201,0.05311921191827201,0.086083813951792,0.085023166981552,0.080571897927088,0.0873068114752,0.08057811281919999,0.08587603716164799,0.08194941927851201,0.08194941927851201,0.0857941401292,0.085790728282048,0.08762800172919999,0.08784102509483199,0.08784102509483199,0.08717745945011202,0.087901918804528,0.085823873732032,0.0875421512512,0.087370039479472,0.08593308699999999,0.08784789952580799
