ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.004991294679999999,0.059761330366912,0.0096297379648,0.007245903265791999,0.004843050975232,0.0077909363630080004,0.007196131218688,0.007196131218688,0.003657595193008,0.0060698134528,0.0052482084208,0.004874935127488
