l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,14.0,2.0,16.0,11.0,11.0
2.0,14.0,3.0,17.0,11.0,11.0
2.0,14.0,3.0,17.0,11.0,11.0
