ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.13831497067652798,0.118042759448512,0.14673590379520002,0.146183524052992,0.140440393290688,0.139660446553648,0.144424459254832,0.14450421989420803,0.14678802168683203,0.130222364350912,0.146342020380208,0.141963972058672,0.141963972058672,0.146274754041088,0.14343781978931203,0.146628176146432,0.143129606327728,0.14124733114091198,0.142840188970432,0.146693160521008,0.139700125065472,0.143143531623088,0.145743459612208
