ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.08239621948,0.08928096847763199,0.084434234656768,0.097303613120512,0.0410426251072,0.09616970603319999,0.080143423,0.09102362394515201,0.096958779615232,0.096946109526832
