ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.004877748866608,0.012322306457007999,0.007643235614128,0.025732553442351997,0.049859592736192004,0.003978132987328,0.010494715257088,0.010494715257088,0.0072972926187999995
