ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.08135228841092801,0.087185297252608,0.088095983296768,0.0888450061552,0.08625366346436801,0.089191649729968,0.092722030150912,0.09070250897348801,0.08058050320120001,0.08879376085907201,0.088534228831792,0.086436808082368,0.09410605755596801,0.094683845560768,0.09267058217003199,0.09327905321516801,0.09281246094519999,0.090993829907392,0.094764827064112,0.094519939176448,0.09383363827,0.09075261283532801,0.092560723976752,0.094228051460272,0.094676301840688
