ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.035291149978048,0.040713872901568,0.040498621147312,0.018153796001199998,0.03735997291268801,0.010299174421552,0.0049449867729279996,0.010266450623152,0.012981838370992,0.0074490376768,0.007617622944688001,0.008994694930432,0.0040836323870080005,0.0037271985902080002,0.0049772125708,0.004597033239808,0.004888379179312,0.012129555827248001,0.003677389041328,0.003828123777472,0.0042523282647519995,0.018229897004991998,0.005046075069999999,0.0040082211628,0.0037318403718879997
