l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,14.0,9.0,18.0,15.0,15.0
7.0,15.0,8.0,17.0,15.0,15.0
6.0,9.0,8.0,10.0,15.0,15.0
