l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0
7.0,10.0,8.0,17.0,1.0,1.0,5.0,1.0
2.0,11.0,7.0,17.0,1.0,1.0,6.0,1.0
8.0,10.0,9.0,16.0,2.0,2.0,7.0,0.0
2.0,10.0,7.0,11.0,2.0,2.0,8.0,0.0
