ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.085674263471152,0.013930997156799999,0.076651159028992,0.016032607926208,0.0379544630272,0.0075558551413120005,0.0075558551413120005,0.0036798635212,0.0040864263750879995,0.011690641692592,0.0039834055852
