ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.084162289457968,0.08047725838763199,0.08582436119492799,0.048036439356352,0.084132736050112,0.082101314997808,0.082120067602432,0.07341584310879999,0.07409092900480001,0.075429677531392,0.075429677531392,0.08361776420396799,0.085685469235648,0.08290934593720001,0.08414436323680001
