ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.07838337147999999,0.014027674961968,0.009332583520192,0.011648289195952,0.013161475722688,0.022161708598191998,0.022161708598191998,0.0063858473905119995,0.012755389538608001,0.012755389538608001,0.010209531809968,0.0038640579568,0.007039295567872,0.007039295567872,0.0036211095628,0.0068642187406719995,0.00400201675,0.0054726988012,0.0039164311460320005,0.0039164311460320005,0.0035945259197920003,0.005086472984512,0.003921390833200001
