ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.08440659145067199,0.07962416868587201,0.079569870730288,0.08425775438771199,0.08425775438771199,0.086524760655808,0.08399954339051201,0.0863820961648,0.080768933215792,0.074556629752768,0.075042844762048,0.075042844762048,0.081556141755328,0.08454677632,0.078863594204608,0.078863594204608,0.0670546220272,0.086397238557232,0.085944303316528,0.086109675083008,0.081595491419392,0.080583849772288,0.084048938135728,0.086322511587328,0.08626684581779201
